id,code,name,p_code,p_name,level,level2_type,level3_type
557,211281,调兵山市,211200,铁岭市,3,2,8
558,211282,开原市,211200,铁岭市,3,2,8
559,211300,朝阳市,210000,辽宁省,2,2,
560,211302,双塔区,211300,朝阳市,3,2,6
561,211303,龙城区,211300,朝阳市,3,2,6
562,211321,朝阳县,211300,朝阳市,3,2,7
563,211322,建平县,211300,朝阳市,3,2,7
564,211324,喀喇沁左翼蒙古族自治县,211300,朝阳市,3,2,7
565,211381,北票市,211300,朝阳市,3,2,8
566,211382,凌源市,211300,朝阳市,3,2,8
567,211400,葫芦岛市,210000,辽宁省,2,2,
568,211402,连山区,211400,葫芦岛市,3,2,6
569,211403,龙港区,211400,葫芦岛市,3,2,6
570,211404,南票区,211400,葫芦岛市,3,2,6
571,211421,绥中县,211400,葫芦岛市,3,2,7
572,211422,建昌县,211400,葫芦岛市,3,2,7
573,211481,兴城市,211400,葫芦岛市,3,2,8
574,220000,吉林省,,,1,,
575,220100,长春市,220000,吉林省,2,1,
576,220102,南关区,220100,长春市,3,1,6
577,220103,宽城区,220100,长春市,3,1,6
578,220104,朝阳区,220100,长春市,3,1,6
579,220105,二道区,220100,长春市,3,1,6
580,220106,绿园区,220100,长春市,3,1,6
581,220112,双阳区,220100,长春市,3,1,6
582,220113,九台区,220100,长春市,3,1,6
583,220122,农安县,220100,长春市,3,1,7
584,220182,榆树市,220100,长春市,3,1,8
585,220183,德惠市,220100,长春市,3,1,8
586,220184,公主岭市,220100,长春市,3,1,8
587,220200,吉林市,220000,吉林省,2,1,
588,220202,昌邑区,220200,吉林市,3,1,6
589,220203,龙潭区,220200,吉林市,3,1,6
590,220204,船营区,220200,吉林市,3,1,6
591,220211,丰满区,220200,吉林市,3,1,6
592,220221,永吉县,220200,吉林市,3,1,7
593,220281,蛟河市,220200,吉林市,3,1,8
594,220282,桦甸市,220200,吉林市,3,1,8
595,220283,舒兰市,220200,吉林市,3,1,8
596,220284,磐石市,220200,吉林市,3,1,8
597,220300,四平市,220000,吉林省,2,2,
598,220302,铁西区,220300,四平市,3,2,6
599,220303,铁东区,220300,四平市,3,2,6
600,220322,梨树县,220300,四平市,3,2,7
601,220323,伊通满族自治县,220300,四平市,3,2,7
602,220382,双辽市,220300,四平市,3,2,8
603,220400,辽源市,220000,吉林省,2,2,
604,220402,龙山区,220400,辽源市,3,2,6
605,220403,西安区,220400,辽源市,3,2,6
606,220421,东丰县,220400,辽源市,3,2,7
607,220422,东辽县,220400,辽源市,3,2,7
608,220500,通化市,220000,吉林省,2,2,
609,220502,东昌区,220500,通化市,3,2,6
610,220503,二道江区,220500,通化市,3,2,6
611,220521,通化县,220500,通化市,3,2,7
612,220523,辉南县,220500,通化市,3,2,7
613,220524,柳河县,220500,通化市,3,2,7
614,220581,梅河口市,220500,通化市,3,2,8
615,220582,集安市,220500,通化市,3,2,8
616,220600,白山市,220000,吉林省,2,2,
617,220602,浑江区,220600,白山市,3,2,6
618,220605,江源区,220600,白山市,3,2,6
619,220621,抚松县,220600,白山市,3,2,7
620,220622,靖宇县,220600,白山市,3,2,7
621,220623,长白朝鲜族自治县,220600,白山市,3,2,7
622,220681,临江市,220600,白山市,3,2,8
623,220700,松原市,220000,吉林省,2,2,
624,220702,宁江区,220700,松原市,3,2,6
625,220721,前郭尔罗斯蒙古族自治县,220700,松原市,3,2,7
626,220722,长岭县,220700,松原市,3,2,7
627,220723,乾安县,220700,松原市,3,2,7
628,220781,扶余市,220700,松原市,3,2,8
629,220800,白城市,220000,吉林省,2,2,
630,220802,洮北区,220800,白城市,3,2,6
631,220821,镇赉县,220800,白城市,3,2,7
632,220822,通榆县,220800,白城市,3,2,7
633,220881,洮南市,220800,白城市,3,2,8
634,220882,大安市,220800,白城市,3,2,8
635,222400,延边朝鲜族自治州,220000,吉林省,2,3,
636,222401,延吉市,222400,延边朝鲜族自治州,3,3,5
637,222402,图们市,222400,延边朝鲜族自治州,3,3,6
638,222403,敦化市,222400,延边朝鲜族自治州,3,3,6
639,222404,珲春市,222400,延边朝鲜族自治州,3,3,6
640,222405,龙井市,222400,延边朝鲜族自治州,3,3,6
641,222406,和龙市,222400,延边朝鲜族自治州,3,3,6
642,222424,汪清县,222400,延边朝鲜族自治州,3,3,7
643,222426,安图县,222400,延边朝鲜族自治州,3,3,7
644,230000,黑龙江省,,,1,,
645,230100,哈尔滨市,230000,黑龙江省,2,1,
646,230102,道里区,230100,哈尔滨市,3,1,6
647,230103,南岗区,230100,哈尔滨市,3,1,6
648,230104,道外区,230100,哈尔滨市,3,1,6
649,230108,平房区,230100,哈尔滨市,3,1,6
650,230109,松北区,230100,哈尔滨市,3,1,6
651,230110,香坊区,230100,哈尔滨市,3,1,6
652,230111,呼兰区,230100,哈尔滨市,3,1,6
653,230112,阿城区,230100,哈尔滨市,3,1,6
654,230113,双城区,230100,哈尔滨市,3,1,6
655,230123,依兰县,230100,哈尔滨市,3,1,7
656,230124,方正县,230100,哈尔滨市,3,1,7
657,230125,宾县,230100,哈尔滨市,3,1,7
658,230126,巴彦县,230100,哈尔滨市,3,1,7
659,230127,木兰县,230100,哈尔滨市,3,1,7
660,230128,通河县,230100,哈尔滨市,3,1,7
661,230129,延寿县,230100,哈尔滨市,3,1,7
662,230183,尚志市,230100,哈尔滨市,3,1,8
663,230184,五常市,230100,哈尔滨市,3,1,8
664,230200,齐齐哈尔市,230000,黑龙江省,2,1,
665,230202,龙沙区,230200,齐齐哈尔市,3,1,6
666,230203,建华区,230200,齐齐哈尔市,3,1,6
667,230204,铁锋区,230200,齐齐哈尔市,3,1,6
668,230205,昂昂溪区,230200,齐齐哈尔市,3,1,6
669,230206,富拉尔基区,230200,齐齐哈尔市,3,1,6
670,230207,碾子山区,230200,齐齐哈尔市,3,1,6
671,230208,梅里斯达斡尔族区,230200,齐齐哈尔市,3,1,6
672,230221,龙江县,230200,齐齐哈尔市,3,1,7
673,230223,依安县,230200,齐齐哈尔市,3,1,7
674,230224,泰来县,230200,齐齐哈尔市,3,1,7
675,230225,甘南县,230200,齐齐哈尔市,3,1,7
676,230227,富裕县,230200,齐齐哈尔市,3,1,7
677,230229,克山县,230200,齐齐哈尔市,3,1,7
678,230230,克东县,230200,齐齐哈尔市,3,1,7
679,230231,拜泉县,230200,齐齐哈尔市,3,1,7
680,230281,讷河市,230200,齐齐哈尔市,3,1,8
681,230300,鸡西市,230000,黑龙江省,2,2,
682,230302,鸡冠区,230300,鸡西市,3,2,6
683,230303,恒山区,230300,鸡西市,3,2,6
684,230304,滴道区,230300,鸡西市,3,2,6
685,230305,梨树区,230300,鸡西市,3,2,6
686,230306,城子河区,230300,鸡西市,3,2,6
687,230307,麻山区,230300,鸡西市,3,2,6
688,230321,鸡东县,230300,鸡西市,3,2,7
689,230381,虎林市,230300,鸡西市,3,2,8
690,230382,密山市,230300,鸡西市,3,2,8
691,230400,鹤岗市,230000,黑龙江省,2,2,
692,230402,向阳区,230400,鹤岗市,3,2,6
693,230403,工农区,230400,鹤岗市,3,2,6
694,230404,南山区,230400,鹤岗市,3,2,6
695,230405,兴安区,230400,鹤岗市,3,2,6
696,230406,东山区,230400,鹤岗市,3,2,6
697,230407,兴山区,230400,鹤岗市,3,2,6
698,230421,萝北县,230400,鹤岗市,3,2,7
699,230422,绥滨县,230400,鹤岗市,3,2,7
700,230500,双鸭山市,230000,黑龙江省,2,2,
701,230502,尖山区,230500,双鸭山市,3,2,6
702,230503,岭东区,230500,双鸭山市,3,2,6
703,230505,四方台区,230500,双鸭山市,3,2,6
704,230506,宝山区,230500,双鸭山市,3,2,6
705,230521,集贤县,230500,双鸭山市,3,2,7
706,230522,友谊县,230500,双鸭山市,3,2,7
707,230523,宝清县,230500,双鸭山市,3,2,7
708,230524,饶河县,230500,双鸭山市,3,2,7
709,230600,大庆市,230000,黑龙江省,2,2,
710,230602,萨尔图区,230600,大庆市,3,2,6
711,230603,龙凤区,230600,大庆市,3,2,6
712,230604,让胡路区,230600,大庆市,3,2,6
713,230605,红岗区,230600,大庆市,3,2,6
714,230606,大同区,230600,大庆市,3,2,6
715,230621,肇州县,230600,大庆市,3,2,7
716,230622,肇源县,230600,大庆市,3,2,7
717,230623,林甸县,230600,大庆市,3,2,7
718,230624,杜尔伯特蒙古族自治县,230600,大庆市,3,2,7
719,230700,伊春市,230000,黑龙江省,2,2,
720,230717,伊美区,230700,伊春市,3,2,6
721,230718,乌翠区,230700,伊春市,3,2,6
722,230719,友好区,230700,伊春市,3,2,6
723,230722,嘉荫县,230700,伊春市,3,2,7
724,230723,汤旺县,230700,伊春市,3,2,7
725,230724,丰林县,230700,伊春市,3,2,7
726,230725,大箐山县,230700,伊春市,3,2,7
727,230726,南岔县,230700,伊春市,3,2,7
728,230751,金林区,230700,伊春市,3,2,7
729,230781,铁力市,230700,伊春市,3,2,8
730,230800,佳木斯市,230000,黑龙江省,2,2,
731,230803,向阳区,230800,佳木斯市,3,2,6
732,230804,前进区,230800,佳木斯市,3,2,6
733,230805,东风区,230800,佳木斯市,3,2,6
734,230811,郊区,230800,佳木斯市,3,2,6
735,230822,桦南县,230800,佳木斯市,3,2,7
736,230826,桦川县,230800,佳木斯市,3,2,7
737,230828,汤原县,230800,佳木斯市,3,2,7
738,230881,同江市,230800,佳木斯市,3,2,8
739,230882,富锦市,230800,佳木斯市,3,2,8
740,230883,抚远市,230800,佳木斯市,3,2,8
741,230900,七台河市,230000,黑龙江省,2,2,
742,230902,新兴区,230900,七台河市,3,2,6
743,230903,桃山区,230900,七台河市,3,2,6
744,230904,茄子河区,230900,七台河市,3,2,6
745,230921,勃利县,230900,七台河市,3,2,7
746,231000,牡丹江市,230000,黑龙江省,2,2,
747,231002,东安区,231000,牡丹江市,3,2,6
748,231003,阳明区,231000,牡丹江市,3,2,6
749,231004,爱民区,231000,牡丹江市,3,2,6
750,231005,西安区,231000,牡丹江市,3,2,6
751,231025,林口县,231000,牡丹江市,3,2,7
752,231081,绥芬河市,231000,牡丹江市,3,2,8
753,231083,海林市,231000,牡丹江市,3,2,8
754,231084,宁安市,231000,牡丹江市,3,2,8
755,231085,穆棱市,231000,牡丹江市,3,2,8
756,231086,东宁市,231000,牡丹江市,3,2,8
757,231100,黑河市,230000,黑龙江省,2,2,
758,231102,爱辉区,231100,黑河市,3,2,6
759,231123,逊克县,231100,黑河市,3,2,7
760,231124,孙吴县,231100,黑河市,3,2,7
761,231181,北安市,231100,黑河市,3,2,8
762,231182,五大连池市,231100,黑河市,3,2,8
763,231183,嫩江市,231100,黑河市,3,2,8
764,231200,绥化市,230000,黑龙江省,2,2,
765,231202,北林区,231200,绥化市,3,2,6
766,231221,望奎县,231200,绥化市,3,2,7
767,231222,兰西县,231200,绥化市,3,2,7
768,231223,青冈县,231200,绥化市,3,2,7
769,231224,庆安县,231200,绥化市,3,2,7
770,231225,明水县,231200,绥化市,3,2,7
771,231226,绥棱县,231200,绥化市,3,2,7
772,231281,安达市,231200,绥化市,3,2,8
773,231282,肇东市,231200,绥化市,3,2,8
774,231283,海伦市,231200,绥化市,3,2,8
775,232700,大兴安岭地区,230000,黑龙江省,2,3,
776,232701,漠河市,232700,大兴安岭地区,3,3,5
777,232721,呼玛县,232700,大兴安岭地区,3,3,7
778,232722,塔河县,232700,大兴安岭地区,3,3,7
779,310000,上海市,,,1,,
780,310101,黄浦区,310000,上海市,3,1,5
781,310104,徐汇区,310000,上海市,3,1,6
782,310105,长宁区,310000,上海市,3,1,6
783,310106,静安区,310000,上海市,3,1,6
784,310107,普陀区,310000,上海市,3,1,6
785,310109,虹口区,310000,上海市,3,1,6
786,310110,杨浦区,310000,上海市,3,1,6
787,310112,闵行区,310000,上海市,3,1,6
788,310113,宝山区,310000,上海市,3,1,6
789,310114,嘉定区,310000,上海市,3,1,6
790,310115,浦东新区,310000,上海市,3,1,6
791,310116,金山区,310000,上海市,3,1,6
792,310117,松江区,310000,上海市,3,1,6
793,310118,青浦区,310000,上海市,3,1,6
794,310120,奉贤区,310000,上海市,3,1,6
795,310151,崇明区,310000,上海市,3,1,7
796,320000,江苏省,,,1,,
797,320100,南京市,320000,江苏省,2,1,
798,320102,玄武区,320100,南京市,3,1,6
799,320104,秦淮区,320100,南京市,3,1,6
800,320105,建邺区,320100,南京市,3,1,6
801,320106,鼓楼区,320100,南京市,3,1,6
802,320111,浦口区,320100,南京市,3,1,6
803,320113,栖霞区,320100,南京市,3,1,6
804,320114,雨花台区,320100,南京市,3,1,6
805,320115,江宁区,320100,南京市,3,1,6
806,320116,六合区,320100,南京市,3,1,6
807,320117,溧水区,320100,南京市,3,1,6
808,320118,高淳区,320100,南京市,3,1,6
809,320200,无锡市,320000,江苏省,2,1,
810,320205,锡山区,320200,无锡市,3,1,6
811,320206,惠山区,320200,无锡市,3,1,6
812,320211,滨湖区,320200,无锡市,3,1,6
813,320213,梁溪区,320200,无锡市,3,1,6
814,320214,新吴区,320200,无锡市,3,1,6
815,320281,江阴市,320200,无锡市,3,1,8
816,320282,宜兴市,320200,无锡市,3,1,8
817,320300,徐州市,320000,江苏省,2,2,
818,320302,鼓楼区,320300,徐州市,3,2,6
819,320303,云龙区,320300,徐州市,3,2,6
820,320305,贾汪区,320300,徐州市,3,2,6
821,320311,泉山区,320300,徐州市,3,2,6
822,320312,铜山区,320300,徐州市,3,2,6
823,320321,丰县,320300,徐州市,3,2,7
824,320322,沛县,320300,徐州市,3,2,7
825,320324,睢宁县,320300,徐州市,3,2,7
826,320381,新沂市,320300,徐州市,3,2,8
827,320382,邳州市,320300,徐州市,3,2,8
828,320400,常州市,320000,江苏省,2,2,
829,320402,天宁区,320400,常州市,3,2,6
830,320404,钟楼区,320400,常州市,3,2,6
831,320411,新北区,320400,常州市,3,2,6
832,320412,武进区,320400,常州市,3,2,6
833,320413,金坛区,320400,常州市,3,2,6
834,320481,溧阳市,320400,常州市,3,2,8
835,320500,苏州市,320000,江苏省,2,2,
836,320505,虎丘区,320500,苏州市,3,2,6
837,320506,吴中区,320500,苏州市,3,2,6
838,320507,相城区,320500,苏州市,3,2,6
839,320508,姑苏区,320500,苏州市,3,2,6
840,320509,吴江区,320500,苏州市,3,2,6
841,320581,常熟市,320500,苏州市,3,2,8
842,320582,张家港市,320500,苏州市,3,2,8
843,320583,昆山市,320500,苏州市,3,2,8
844,320585,太仓市,320500,苏州市,3,2,8
845,320600,南通市,320000,江苏省,2,2,
846,320602,崇川区,320600,南通市,3,2,6
847,320611,港闸区,320600,南通市,3,2,6
848,320612,通州区,320600,南通市,3,2,6
849,320623,如东县,320600,南通市,3,2,7
850,320681,启东市,320600,南通市,3,2,8
851,320682,如皋市,320600,南通市,3,2,8
852,320684,海门市,320600,南通市,3,2,8
853,320685,海安市,320600,南通市,3,2,8
854,320700,连云港市,320000,江苏省,2,2,
855,320703,连云区,320700,连云港市,3,2,6
856,320706,海州区,320700,连云港市,3,2,6
857,320707,赣榆区,320700,连云港市,3,2,6
858,320722,东海县,320700,连云港市,3,2,7
859,320723,灌云县,320700,连云港市,3,2,7
860,320724,灌南县,320700,连云港市,3,2,7
861,320800,淮安市,320000,江苏省,2,2,
862,320803,淮安区,320800,淮安市,3,2,6
863,320804,淮阴区,320800,淮安市,3,2,6
864,320812,清江浦区,320800,淮安市,3,2,6
865,320813,洪泽区,320800,淮安市,3,2,6
866,320826,涟水县,320800,淮安市,3,2,7
867,320830,盱眙县,320800,淮安市,3,2,7
868,320831,金湖县,320800,淮安市,3,2,7
869,320900,盐城市,320000,江苏省,2,2,
870,320902,亭湖区,320900,盐城市,3,2,6
871,320903,盐都区,320900,盐城市,3,2,6
872,320904,大丰区,320900,盐城市,3,2,6
873,320921,响水县,320900,盐城市,3,2,7
874,320922,滨海县,320900,盐城市,3,2,7
875,320923,阜宁县,320900,盐城市,3,2,7
876,320924,射阳县,320900,盐城市,3,2,7
877,320925,建湖县,320900,盐城市,3,2,7
878,320981,东台市,320900,盐城市,3,2,8
879,321000,扬州市,320000,江苏省,2,2,
880,321002,广陵区,321000,扬州市,3,2,6
881,321003,邗江区,321000,扬州市,3,2,6
882,321012,江都区,321000,扬州市,3,2,6
883,321023,宝应县,321000,扬州市,3,2,7
884,321081,仪征市,321000,扬州市,3,2,8
885,321084,高邮市,321000,扬州市,3,2,8
886,321100,镇江市,320000,江苏省,2,2,
887,321102,京口区,321100,镇江市,3,2,6
888,321111,润州区,321100,镇江市,3,2,6
889,321112,丹徒区,321100,镇江市,3,2,6
890,321181,丹阳市,321100,镇江市,3,2,8
891,321182,扬中市,321100,镇江市,3,2,8
892,321183,句容市,321100,镇江市,3,2,8
893,321200,泰州市,320000,江苏省,2,2,
894,321202,海陵区,321200,泰州市,3,2,6
895,321203,高港区,321200,泰州市,3,2,6
896,321204,姜堰区,321200,泰州市,3,2,6
897,321281,兴化市,321200,泰州市,3,2,8
898,321282,靖江市,321200,泰州市,3,2,8
899,321283,泰兴市,321200,泰州市,3,2,8
900,321300,宿迁市,320000,江苏省,2,2,
901,321302,宿城区,321300,宿迁市,3,2,6
902,321311,宿豫区,321300,宿迁市,3,2,6
903,321322,沭阳县,321300,宿迁市,3,2,7
904,321323,泗阳县,321300,宿迁市,3,2,7
905,321324,泗洪县,321300,宿迁市,3,2,7
906,330000,浙江省,,,1,,
907,330100,杭州市,330000,浙江省,2,1,
908,330102,上城区,330100,杭州市,3,1,6
909,330103,下城区,330100,杭州市,3,1,6
910,330104,江干区,330100,杭州市,3,1,6
911,330105,拱墅区,330100,杭州市,3,1,6
912,330106,西湖区,330100,杭州市,3,1,6
913,330108,滨江区,330100,杭州市,3,1,6
914,330109,萧山区,330100,杭州市,3,1,6
915,330110,余杭区,330100,杭州市,3,1,6
916,330111,富阳区,330100,杭州市,3,1,6
917,330112,临安区,330100,杭州市,3,1,6
918,330122,桐庐县,330100,杭州市,3,1,7
919,330127,淳安县,330100,杭州市,3,1,7
920,330182,建德市,330100,杭州市,3,1,8
921,330200,宁波市,330000,浙江省,2,1,
922,330203,海曙区,330200,宁波市,3,1,6
923,330205,江北区,330200,宁波市,3,1,6
924,330206,北仑区,330200,宁波市,3,1,6
925,330211,镇海区,330200,宁波市,3,1,6
926,330212,鄞州区,330200,宁波市,3,1,6
927,330213,奉化区,330200,宁波市,3,1,6
928,330225,象山县,330200,宁波市,3,1,7
929,330226,宁海县,330200,宁波市,3,1,7
930,330281,余姚市,330200,宁波市,3,1,8
931,330282,慈溪市,330200,宁波市,3,1,8
932,330300,温州市,330000,浙江省,2,2,
933,330302,鹿城区,330300,温州市,3,2,6
934,330303,龙湾区,330300,温州市,3,2,6
935,330304,瓯海区,330300,温州市,3,2,6
936,330305,洞头区,330300,温州市,3,2,6
937,330324,永嘉县,330300,温州市,3,2,7
938,330326,平阳县,330300,温州市,3,2,7
939,330327,苍南县,330300,温州市,3,2,7
940,330328,文成县,330300,温州市,3,2,7
941,330329,泰顺县,330300,温州市,3,2,7
942,330381,瑞安市,330300,温州市,3,2,8
943,330382,乐清市,330300,温州市,3,2,8
944,330383,龙港市,330300,温州市,3,2,8
945,330400,嘉兴市,330000,浙江省,2,2,
946,330402,南湖区,330400,嘉兴市,3,2,6
947,330411,秀洲区,330400,嘉兴市,3,2,6
948,330421,嘉善县,330400,嘉兴市,3,2,7
949,330424,海盐县,330400,嘉兴市,3,2,7
950,330481,海宁市,330400,嘉兴市,3,2,8
951,330482,平湖市,330400,嘉兴市,3,2,8
952,330483,桐乡市,330400,嘉兴市,3,2,8
953,330500,湖州市,330000,浙江省,2,2,
954,330502,吴兴区,330500,湖州市,3,2,6
955,330503,南浔区,330500,湖州市,3,2,6
956,330521,德清县,330500,湖州市,3,2,7
957,330522,长兴县,330500,湖州市,3,2,7
958,330523,安吉县,330500,湖州市,3,2,7
959,330600,绍兴市,330000,浙江省,2,2,
960,330602,越城区,330600,绍兴市,3,2,6
961,330603,柯桥区,330600,绍兴市,3,2,6
962,330604,上虞区,330600,绍兴市,3,2,6
963,330624,新昌县,330600,绍兴市,3,2,7
964,330681,诸暨市,330600,绍兴市,3,2,8
965,330683,嵊州市,330600,绍兴市,3,2,8
966,330700,金华市,330000,浙江省,2,2,
967,330702,婺城区,330700,金华市,3,2,6
968,330703,金东区,330700,金华市,3,2,6
969,330723,武义县,330700,金华市,3,2,7
970,330726,浦江县,330700,金华市,3,2,7
971,330727,磐安县,330700,金华市,3,2,7
972,330781,兰溪市,330700,金华市,3,2,8
973,330782,义乌市,330700,金华市,3,2,8
974,330783,东阳市,330700,金华市,3,2,8
975,330784,永康市,330700,金华市,3,2,8
976,330800,衢州市,330000,浙江省,2,2,
977,330802,柯城区,330800,衢州市,3,2,6
978,330803,衢江区,330800,衢州市,3,2,6
979,330822,常山县,330800,衢州市,3,2,7
980,330824,开化县,330800,衢州市,3,2,7
981,330825,龙游县,330800,衢州市,3,2,7
982,330881,江山市,330800,衢州市,3,2,8
983,330900,舟山市,330000,浙江省,2,2,
984,330902,定海区,330900,舟山市,3,2,6
985,330903,普陀区,330900,舟山市,3,2,6
986,330921,岱山县,330900,舟山市,3,2,7
987,330922,嵊泗县,330900,舟山市,3,2,7
988,331000,台州市,330000,浙江省,2,2,
989,331002,椒江区,331000,台州市,3,2,6
990,331003,黄岩区,331000,台州市,3,2,6
991,331004,路桥区,331000,台州市,3,2,6
992,331022,三门县,331000,台州市,3,2,7
993,331023,天台县,331000,台州市,3,2,7
994,331024,仙居县,331000,台州市,3,2,7
995,331081,温岭市,331000,台州市,3,2,8
996,331082,临海市,331000,台州市,3,2,8
997,331083,玉环市,331000,台州市,3,2,8
998,331100,丽水市,330000,浙江省,2,2,
999,331102,莲都区,331100,丽水市,3,2,6
1000,331121,青田县,331100,丽水市,3,2,7
1001,331122,缙云县,331100,丽水市,3,2,7
1002,331123,遂昌县,331100,丽水市,3,2,7
1003,331124,松阳县,331100,丽水市,3,2,7
1004,331125,云和县,331100,丽水市,3,2,7
1005,331126,庆元县,331100,丽水市,3,2,7
1006,331127,景宁畲族自治县,331100,丽水市,3,2,7
1007,331181,龙泉市,331100,丽水市,3,2,8
1008,340000,安徽省,,,1,,
1009,340100,合肥市,340000,安徽省,2,1,
1010,340102,瑶海区,340100,合肥市,3,1,6
1011,340103,庐阳区,340100,合肥市,3,1,6
1012,340104,蜀山区,340100,合肥市,3,1,6
1013,340111,包河区,340100,合肥市,3,1,6
1014,340121,长丰县,340100,合肥市,3,1,7
1015,340122,肥东县,340100,合肥市,3,1,7
1016,340123,肥西县,340100,合肥市,3,1,7
1017,340124,庐江县,340100,合肥市,3,1,7
1018,340181,巢湖市,340100,合肥市,3,1,8
1019,340200,芜湖市,340000,安徽省,2,1,
1020,340202,镜湖区,340200,芜湖市,3,1,6
1021,340207,鸠江区,340200,芜湖市,3,1,6
1022,340209,弋江区 ,340200,芜湖市,3,1,6
1023,340210,湾沚区 ,340200,芜湖市,3,1,6
1024,340211,繁昌区,340200,芜湖市,3,1,6
1025,340223,南陵县,340200,芜湖市,3,1,7
1026,340281,无为市,340200,芜湖市,3,1,8
1027,340300,蚌埠市,340000,安徽省,2,2,
1028,340302,龙子湖区,340300,蚌埠市,3,2,6
1029,340303,蚌山区,340300,蚌埠市,3,2,6
1030,340304,禹会区,340300,蚌埠市,3,2,6
1031,340311,淮上区,340300,蚌埠市,3,2,6
1032,340321,怀远县,340300,蚌埠市,3,2,7
1033,340322,五河县,340300,蚌埠市,3,2,7
1034,340323,固镇县,340300,蚌埠市,3,2,7
1035,340400,淮南市,340000,安徽省,2,2,
1036,340402,大通区,340400,淮南市,3,2,6
1037,340403,田家庵区,340400,淮南市,3,2,6
1038,340404,谢家集区,340400,淮南市,3,2,6
1039,340405,八公山区,340400,淮南市,3,2,6
1040,340406,潘集区,340400,淮南市,3,2,6
1041,340421,凤台县,340400,淮南市,3,2,7
1042,340422,寿县,340400,淮南市,3,2,7
1043,340500,马鞍山市,340000,安徽省,2,2,
1044,340503,花山区,340500,马鞍山市,3,2,6
1045,340504,雨山区,340500,马鞍山市,3,2,6
1046,340506,博望区,340500,马鞍山市,3,2,6
1047,340521,当涂县,340500,马鞍山市,3,2,7
1048,340522,含山县,340500,马鞍山市,3,2,7
1049,340523,和县,340500,马鞍山市,3,2,7
1050,340600,淮北市,340000,安徽省,2,2,
1051,340602,杜集区,340600,淮北市,3,2,6
1052,340603,相山区,340600,淮北市,3,2,6
1053,340604,烈山区,340600,淮北市,3,2,6
1054,340621,濉溪县,340600,淮北市,3,2,7
1055,340700,铜陵市,340000,安徽省,2,2,
1056,340705,铜官区,340700,铜陵市,3,2,6
1057,340706,义安区,340700,铜陵市,3,2,6
1058,340711,郊区,340700,铜陵市,3,2,6
1059,340722,枞阳县,340700,铜陵市,3,2,7
1060,340800,安庆市,340000,安徽省,2,2,
1061,340802,迎江区,340800,安庆市,3,2,6
1062,340803,大观区,340800,安庆市,3,2,6
1063,340811,宜秀区,340800,安庆市,3,2,6
1064,340822,怀宁县,340800,安庆市,3,2,7
1065,340825,太湖县,340800,安庆市,3,2,7
1066,340826,宿松县,340800,安庆市,3,2,7
1067,340827,望江县,340800,安庆市,3,2,7
1068,340828,岳西县,340800,安庆市,3,2,7
1069,340881,桐城市,340800,安庆市,3,2,8
1070,340882,潜山市,340800,安庆市,3,2,8
1071,341000,黄山市,340000,安徽省,2,2,
1072,341002,屯溪区,341000,黄山市,3,2,6
1073,341003,黄山区,341000,黄山市,3,2,6
1074,341004,徽州区,341000,黄山市,3,2,6
1075,341021,歙县,341000,黄山市,3,2,7
1076,341022,休宁县,341000,黄山市,3,2,7
1077,341023,黟县,341000,黄山市,3,2,7
1078,341024,祁门县,341000,黄山市,3,2,7
1079,341100,滁州市,340000,安徽省,2,2,
1080,341102,琅琊区,341100,滁州市,3,2,6
1081,341103,南谯区,341100,滁州市,3,2,6
1082,341122,来安县,341100,滁州市,3,2,7
1083,341124,全椒县,341100,滁州市,3,2,7
1084,341125,定远县,341100,滁州市,3,2,7
1085,341126,凤阳县,341100,滁州市,3,2,7
1086,341181,天长市,341100,滁州市,3,2,8
1087,341182,明光市,341100,滁州市,3,2,8
1088,341200,阜阳市,340000,安徽省,2,2,
1089,341202,颍州区,341200,阜阳市,3,2,6
1090,341203,颍东区,341200,阜阳市,3,2,6
1091,341204,颍泉区,341200,阜阳市,3,2,6
1092,341221,临泉县,341200,阜阳市,3,2,7
1093,341222,太和县,341200,阜阳市,3,2,7
1094,341225,阜南县,341200,阜阳市,3,2,7
1095,341226,颍上县,341200,阜阳市,3,2,7
1096,341282,界首市,341200,阜阳市,3,2,8
1097,341300,宿州市,340000,安徽省,2,2,
1098,341302,埇桥区,341300,宿州市,3,2,6
1099,341321,砀山县,341300,宿州市,3,2,7
1100,341322,萧县,341300,宿州市,3,2,7
1101,341323,灵璧县,341300,宿州市,3,2,7
1102,341324,泗县,341300,宿州市,3,2,7
1103,341500,六安市,340000,安徽省,2,2,
1104,341502,金安区,341500,六安市,3,2,6
1105,341503,裕安区,341500,六安市,3,2,6
1106,341504,叶集区,341500,六安市,3,2,6
1107,341522,霍邱县,341500,六安市,3,2,7
1108,341523,舒城县,341500,六安市,3,2,7
1109,341524,金寨县,341500,六安市,3,2,7
1110,341525,霍山县,341500,六安市,3,2,7
1111,341600,亳州市,340000,安徽省,2,2,
1112,341602,谯城区,341600,亳州市,3,2,6
1113,341621,涡阳县,341600,亳州市,3,2,7
1114,341622,蒙城县,341600,亳州市,3,2,7
1115,341623,利辛县,341600,亳州市,3,2,7
1116,341700,池州市,340000,安徽省,2,2,
1117,341702,贵池区,341700,池州市,3,2,6
1118,341721,东至县,341700,池州市,3,2,7
1119,341722,石台县,341700,池州市,3,2,7
1120,341723,青阳县,341700,池州市,3,2,7
1121,341800,宣城市,340000,安徽省,2,2,
